SKU ID,Product Name,Category,Supplier,Warehouse,Opening Stock,Received Qty,Sold Qty,Closing Stock,Reorder Level,Unit Cost,Date
SKU10987,Samsung SSD,Electronics,Apex Distributors,Bengaluru WH,56,199,108,147,78,18512.1,09-03-2024
SKU10988,Cisco Switch,Electronics,Global Traders,Nagpur WH,161,210,154,217,96,47955.83,06-09-2025
SKU10989,Office Chair,electronics,NextGen Systems,Delhi WH,216,198,347,67,37,3468.92,19-01-2024
SKU10990,Dell Docking Station,office supplies,Vertex Solutions,Bengaluru WH,361,299,459,201,68,29414.68,14-01-2024
SKU10991,Logitech Webcam,electronics,,Pune WH,169,10,157,22,35,31026.33,02-03-2024
SKU10992,JBL Headset,electronics,,Pune WH,120,191,255,56,57,32137.74,31-08-2024
SKU10993,Seagate Hard Drive,Electronic,TechNova Pvt Ltd,Bengaluru WH,421,227,336,312,37,39609.81,28-02-2025
SKU10994,Office Chair,Electronic,Vertex Solutions,Pune WH,381,147,24,504,49,27011.66,11-11-2025
SKU10995,Dell Docking Station,Electronic,Global Traders,Delhi WH,177,113,311,-21,68,31526.15,07-03-2024
SKU10996,HP Monitor,office supplies,Global Traders,Pune WH,495,251,71,675,44,6365.49,26-06-2024
SKU10997,Dell Docking Station,Electronics,,Delhi WH,353,281,209,425,50,15642.0,21-07-2024
SKU10998,Samsung SSD,Electronic,Apex Distributors,Bengaluru WH,175,217,90,302,97,22468.73,12-10-2025
SKU10999,Epson Projector,IT Equipment,,Pune WH,153,139,246,46,30,23588.6,08-03-2025
SKU11000,Cisco Switch,Electronics,,Delhi WH,308,221,159,370,,42716.71,03-11-2024
SKU11001,TP-Link Router,Electronic,,Delhi WH,354,275,156,473,90,15361.78,17-10-2024
SKU11002,Office Chair,electronics,,Pune WH,242,287,492,37,29,7820.75,13-07-2024
SKU11003,Cisco Switch,IT Equipment,,Delhi WH,52,6,64,-6,67,48527.58,17-01-2025
SKU11004,Logitech Keyboard,IT Equipment,TechNova Pvt Ltd,Mumbai WH,246,250,315,181,95,19302.82,02-08-2025
SKU11005,Epson Projector,Office Supplies,,Nagpur WH,133,99,223,9,52,34853.13,28-10-2025
SKU11006,Cisco Switch,Electronics,NextGen Systems,Mumbai WH,247,217,252,212,51,34903.82,22-10-2025
SKU11007,Seagate Hard Drive,electronics,Global Traders,Mumbai WH,125,133,233,25,38,5924.86,04-04-2024
SKU11008,Logitech Keyboard,Office Supplies,Vertex Solutions,Delhi WH,379,196,407,168,95,8374.6,13-03-2025
SKU11009,HP Scanner,Office Supplies,Apex Distributors,Delhi WH,179,154,256,77,88,37647.87,01-04-2024
SKU11010,Canon Printer,Electronic,Vertex Solutions,Delhi WH,105,293,397,1,64,34980.55,07-01-2024
SKU11011,Logitech Keyboard,office supplies,,Bengaluru WH,136,251,0,387,32,20900.43,22-10-2024
SKU11012,Epson Projector,electronics,Global Traders,Pune WH,425,220,174,471,42,24374.92,29-05-2025
SKU11013,TP-Link Router,electronics,TechNova Pvt Ltd,Pune WH,106,230,290,46,47,40478.01,15-07-2024
SKU11014,LG LED Screen,Electronics,Global Traders,Mumbai WH,182,209,225,166,100,14726.97,21-01-2025
SKU11015,Dell Laptop,Office Supplies,Vertex Solutions,Delhi WH,113,141,32,222,63,24311.2,13-04-2024
SKU11016,Office Desk,Electronics,Prime Supplies,Pune WH,54,31,68,17,20,26164.49,08-01-2024
SKU11017,Cisco Switch,Electronic,,Nagpur WH,242,266,272,236,82,18602.18,17-12-2024
SKU11018,HP Scanner,Office Supplies,TechNova Pvt Ltd,Nagpur WH,211,122,184,149,71,43666.56,12-04-2024
SKU11019,Dell Laptop,Office Supplies,Prime Supplies,Bengaluru WH,51,233,205,79,37,14045.43,17-12-2025
SKU11019,LG LED Screen,office supplies,,Bengaluru WH,434,127,377,184,77,20715.02,11-07-2024
SKU11021,HP Monitor,office supplies,NextGen Systems,Delhi WH,51,164,8,207,66,11754.58,11-05-2025
SKU11022,Cisco Switch,office supplies,Prime Supplies,Delhi WH,254,41,178,117,74,14763.76,18-07-2024
SKU11023,Dell Docking Station,Electronics,Global Traders,Delhi WH,414,73,532,-45,93,39861.36,04-11-2024
SKU11024,APC UPS,Electronics,,Bengaluru WH,476,280,478,278,41,12120.99,04-08-2024
SKU11025,Dell Laptop,electronics,NextGen Systems,Delhi WH,137,45,27,155,75,38338.81,13-08-2024
SKU11026,Canon Printer,Office Supplies,,Mumbai WH,418,131,487,62,35,39797.47,06-12-2024
SKU11027,Logitech Keyboard,office supplies,NextGen Systems,Delhi WH,496,114,589,21,96,45517.34,25-01-2025
SKU11028,Samsung SSD,Electronic,Prime Supplies,Nagpur WH,384,287,447,224,49,4475.25,01-04-2024
SKU11029,Epson Projector,electronics,NextGen Systems,Delhi WH,224,96,59,261,93,28888.15,02-01-2024
SKU11030,HP Scanner,IT Equipment,NextGen Systems,Nagpur WH,209,31,274,-34,44,39896.16,09-05-2024
SKU11031,Dell Laptop,Office Supplies,,Nagpur WH,316,113,54,375,70,7320.57,30-10-2024
SKU11032,Canon Printer,Office Supplies,Apex Distributors,Pune WH,478,112,511,79,78,37378.29,20-12-2025
SKU11033,Dell Mouse,Electronic,,Pune WH,67,163,158,72,84,24801.77,22-12-2025
SKU11034,JBL Headset,office supplies,Vertex Solutions,Mumbai WH,242,30,170,102,39,46165.58,02-07-2024
SKU11035,Logitech Webcam,office supplies,Global Traders,Mumbai WH,488,249,744,-7,70,27442.35,11-12-2024
SKU11036,HP Scanner,Electronics,Apex Distributors,Nagpur WH,266,242,356,152,70,34849.18,18-07-2024
SKU11037,Canon Printer,Electronic,TechNova Pvt Ltd,Nagpur WH,408,280,403,285,32,22930.87,16-06-2024
SKU11038,Logitech Webcam,electronics,Vertex Solutions,Pune WH,345,70,226,189,81,40237.49,19-07-2024
SKU11039,Dell Mouse,office supplies,Global Traders,Delhi WH,426,4,185,245,93,47524.87,13-03-2025
SKU11040,Epson Projector,IT Equipment,Global Traders,Mumbai WH,397,86,57,426,32,5955.61,11-06-2025
SKU11041,HP Scanner,electronics,TechNova Pvt Ltd,Mumbai WH,382,173,444,111,39,12118.69,15-05-2025
SKU11042,Logitech Keyboard,IT Equipment,,Nagpur WH,204,88,334,-42,68,31653.44,31-03-2025
SKU11043,Logitech Keyboard,Electronics,,Bengaluru WH,238,5,61,182,34,11324.26,23-08-2025
SKU11044,Dell Mouse,Office Supplies,Global Traders,Delhi WH,343,293,491,145,55,24261.15,22-10-2025
SKU11045,Canon Printer,Electronics,NextGen Systems,Mumbai WH,409,222,305,326,93,35717.03,04-07-2025
SKU11046,HP Scanner,Office Supplies,,Mumbai WH,144,207,358,-7,22,25993.17,21-08-2025
SKU11047,Dell Mouse,electronics,Global Traders,Mumbai WH,325,63,385,3,46,27780.62,17-11-2024
SKU11048,JBL Headset,office supplies,Global Traders,Mumbai WH,112,20,32,100,93,28168.56,05-02-2024
SKU11049,Epson Projector,Office Supplies,Global Traders,Delhi WH,93,63,129,27,58,48857.44,04-11-2025
SKU11050,HP Monitor,Office Supplies,Apex Distributors,Bengaluru WH,-50,127,76,1,,22301.52,13-08-2025
SKU11051,Blue Yeti Microphone,Office Supplies,Vertex Solutions,Mumbai WH,301,160,360,101,97,33164.59,15-02-2024
SKU11052,Logitech Webcam,electronics,Global Traders,Bengaluru WH,171,18,48,141,38,27648.32,28-08-2025
SKU11053,Lenovo Tablet,Electronics,Apex Distributors,Nagpur WH,233,142,65,310,99,19150.94,16-06-2024
SKU11054,Lenovo Tablet,office supplies,Global Traders,Bengaluru WH,254,233,85,402,52,10267.77,06-10-2025
SKU11055,Office Desk,office supplies,Global Traders,Delhi WH,425,137,197,365,67,41096.23,19-11-2024
SKU11056,LG LED Screen,electronics,Prime Supplies,Nagpur WH,453,222,388,287,23,6318.6,22-04-2024
SKU11057,Office Chair,office supplies,Prime Supplies,Nagpur WH,400,280,416,264,28,45471.34,06-10-2024
SKU11058,Dell Mouse,IT Equipment,Vertex Solutions,Delhi WH,124,115,140,99,21,47593.96,06-05-2024
SKU11059,Office Desk,IT Equipment,Prime Supplies,Bengaluru WH,139,269,372,36,59,17510.12,08-08-2025
SKU11060,LG LED Screen,Electronics,TechNova Pvt Ltd,Pune WH,493,144,564,73,54,15968.02,02-02-2025
SKU11061,Blue Yeti Microphone,Office Supplies,,Delhi WH,142,176,347,-29,88,29656.28,22-09-2024
SKU11062,Canon Printer,electronics,,Bengaluru WH,54,262,365,-49,39,36797.58,24-02-2024
SKU11063,Lenovo Tablet,office supplies,,Pune WH,421,189,255,355,97,22004.1,28-12-2024
SKU11064,Seagate Hard Drive,IT Equipment,Vertex Solutions,Nagpur WH,458,239,514,183,56,31818.2,30-03-2024
SKU11065,Logitech Keyboard,office supplies,Prime Supplies,Mumbai WH,206,208,394,20,60,36524.66,05-04-2024
SKU11066,Logitech Webcam,Office Supplies,,Mumbai WH,134,294,29,399,30,48112.1,10-03-2025
SKU11067,Cisco Switch,Office Supplies,Prime Supplies,Delhi WH,396,260,139,517,81,793.62,13-07-2024
SKU11068,Epson Projector,electronics,TechNova Pvt Ltd,Bengaluru WH,475,3,435,43,88,22487.74,21-06-2024
SKU11069,Logitech Keyboard,Electronic,Global Traders,Bengaluru WH,395,268,230,433,42,17729.25,22-02-2024
SKU11070,Epson Projector,Electronics,NextGen Systems,Pune WH,266,253,388,131,41,41603.15,30-04-2024
SKU11071,Seagate Hard Drive,electronics,TechNova Pvt Ltd,Bengaluru WH,198,153,247,104,57,19741.71,08-11-2024
SKU11072,LG LED Screen,IT Equipment,TechNova Pvt Ltd,Nagpur WH,379,263,36,606,79,393.97,16-04-2025
SKU11073,Dell Laptop,Electronic,Global Traders,Delhi WH,218,152,181,189,33,17791.16,13-04-2024
SKU11074,Dell Docking Station,Office Supplies,Global Traders,Delhi WH,270,251,202,319,30,6279.75,14-05-2025
SKU11075,Samsung SSD,IT Equipment,,Nagpur WH,53,79,168,-36,52,15034.32,14-03-2025
SKU11076,Dell Mouse,IT Equipment,,Pune WH,143,274,415,2,54,7079.73,20-03-2025
SKU11077,JBL Headset,Electronic,TechNova Pvt Ltd,Pune WH,52,183,101,134,34,19787.85,05-12-2024
SKU11078,Cisco Switch,office supplies,Apex Distributors,Mumbai WH,66,82,170,-22,45,21112.66,17-07-2025
SKU11079,Dell Docking Station,office supplies,,Pune WH,303,65,166,202,71,5575.67,20-04-2024
SKU11079,Epson Projector,Office Supplies,TechNova Pvt Ltd,Pune WH,455,10,129,336,39,2696.79,16-12-2024
SKU11081,Logitech Webcam,Electronic,,Mumbai WH,269,4,222,51,81,38068.9,10-09-2024
SKU11082,TP-Link Router,electronics,Apex Distributors,Mumbai WH,366,78,373,71,85,43221.92,18-12-2025
SKU11083,Dell Mouse,office supplies,Global Traders,Pune WH,176,219,101,294,80,49628.33,28-08-2025
SKU11084,Canon Printer,IT Equipment,TechNova Pvt Ltd,Nagpur WH,372,76,117,331,35,49520.9,29-05-2024
SKU11085,Logitech Keyboard,Electronics,,Delhi WH,268,9,315,-38,45,26296.06,17-12-2025
SKU11086,Lenovo Tablet,IT Equipment,TechNova Pvt Ltd,Bengaluru WH,374,118,227,265,63,21410.93,22-02-2024
SKU11087,Seagate Hard Drive,Electronic,,Pune WH,205,56,137,124,66,16060.06,18-02-2024
SKU11088,Office Chair,electronics,Apex Distributors,Delhi WH,143,20,0,163,26,14079.95,13-09-2025
SKU11089,Cisco Switch,Electronic,NextGen Systems,Nagpur WH,101,220,94,227,52,5665.28,16-11-2025
SKU11090,Epson Projector,office supplies,NextGen Systems,Bengaluru WH,56,282,66,272,62,26490.22,15-01-2025
SKU11091,HP Scanner,Electronics,Prime Supplies,Pune WH,171,141,107,205,94,31514.98,08-09-2025
SKU11092,JBL Headset,office supplies,,Mumbai WH,111,21,150,-18,44,3836.49,13-07-2025
SKU11093,JBL Headset,Office Supplies,Global Traders,Mumbai WH,366,175,308,233,80,6478.81,04-03-2025
SKU11094,Epson Projector,Electronic,,Mumbai WH,331,129,456,4,91,45551.37,10-03-2024
SKU11095,Dell Laptop,electronics,Apex Distributors,Pune WH,297,214,536,-25,84,14553.85,02-08-2025
SKU11096,Cisco Switch,office supplies,Prime Supplies,Pune WH,81,97,189,-11,70,21943.47,05-06-2025
SKU11097,LG LED Screen,Electronic,Vertex Solutions,Pune WH,246,287,399,134,71,279.67,08-08-2025
SKU11098,APC UPS,Office Supplies,Apex Distributors,Nagpur WH,161,4,202,-37,85,42638.51,30-10-2024
SKU11099,TP-Link Router,electronics,TechNova Pvt Ltd,Bengaluru WH,412,137,565,-16,35,11987.02,10-02-2024
SKU11100,Seagate Hard Drive,electronics,Apex Distributors,Mumbai WH,377,75,482,-30,,32156.41,11-09-2024
SKU11101,Dell Laptop,office supplies,NextGen Systems,Bengaluru WH,471,107,547,31,34,48613.71,28-11-2024
SKU11102,Lenovo Tablet,Office Supplies,Apex Distributors,Nagpur WH,92,281,135,238,37,49264.54,02-10-2025
SKU11103,Seagate Hard Drive,electronics,Apex Distributors,Mumbai WH,467,5,364,108,48,26915.7,20-08-2025
SKU11104,LG LED Screen,Office Supplies,Vertex Solutions,Delhi WH,104,195,334,-35,52,11109.89,02-10-2024
SKU11105,Canon Printer,IT Equipment,Vertex Solutions,Delhi WH,154,297,322,129,70,18495.14,05-05-2025
SKU11106,TP-Link Router,electronics,Vertex Solutions,Bengaluru WH,97,253,92,258,78,24576.87,03-07-2024
SKU11107,TP-Link Router,electronics,,Bengaluru WH,381,144,21,504,59,9473.62,26-05-2024
SKU11108,HP Scanner,Electronics,Global Traders,Mumbai WH,86,218,125,179,78,30204.35,21-01-2025
SKU11109,HP Monitor,electronics,Vertex Solutions,Mumbai WH,246,10,56,200,21,13456.06,04-10-2025
SKU11110,Dell Mouse,Office Supplies,NextGen Systems,Mumbai WH,357,6,405,-42,21,10195.85,06-05-2025
SKU11111,Logitech Webcam,Electronic,,Pune WH,438,288,454,272,40,12266.06,10-07-2025
SKU11112,Dell Laptop,Electronics,Prime Supplies,Bengaluru WH,404,136,556,-16,35,14907.25,07-06-2025
SKU11113,Samsung SSD,Electronics,Vertex Solutions,Delhi WH,478,212,145,545,20,19330.61,27-12-2024
SKU11114,Dell Mouse,IT Equipment,Global Traders,Mumbai WH,385,146,231,300,69,11303.67,15-10-2024
SKU11115,Dell Mouse,Electronic,Prime Supplies,Mumbai WH,232,39,315,-44,62,30264.87,01-07-2024
SKU11116,TP-Link Router,office supplies,,Pune WH,269,271,342,198,96,44666.57,04-12-2025
SKU11117,Seagate Hard Drive,IT Equipment,NextGen Systems,Nagpur WH,204,146,178,172,33,40554.9,29-12-2025
SKU11118,Canon Printer,Electronic,Global Traders,Delhi WH,458,39,2,495,39,22390.1,04-05-2025
SKU11119,Lenovo Tablet,office supplies,Apex Distributors,Pune WH,467,34,115,386,93,4613.31,10-05-2024
SKU11120,Cisco Switch,IT Equipment,,Delhi WH,143,197,180,160,60,30126.98,13-10-2025
SKU11121,HP Scanner,IT Equipment,,Bengaluru WH,220,70,334,-44,51,26735.16,29-06-2025
SKU11122,Office Desk,office supplies,,Bengaluru WH,324,117,196,245,30,28936.03,11-12-2025
SKU11123,Epson Projector,Electronics,Vertex Solutions,Mumbai WH,465,112,89,488,50,18183.68,30-04-2025
SKU11124,Epson Projector,electronics,Apex Distributors,Delhi WH,118,56,15,159,64,7292.6,18-07-2025
SKU11125,HP Monitor,office supplies,Global Traders,Mumbai WH,-265,124,107,-248,48,48106.39,21-12-2025
SKU11126,Epson Projector,Electronics,Prime Supplies,Bengaluru WH,123,193,13,303,74,3781.14,31-08-2025
SKU11127,Epson Projector,electronics,Prime Supplies,Pune WH,495,80,30,545,38,3945.56,05-08-2025
SKU11128,Cisco Switch,office supplies,Global Traders,Bengaluru WH,475,213,153,535,43,34958.34,02-11-2024
SKU11129,Dell Laptop,Electronic,Prime Supplies,Pune WH,290,210,345,155,76,3094.04,19-10-2025
SKU11130,Dell Laptop,IT Equipment,,Delhi WH,66,88,128,26,40,27752.38,21-09-2024
SKU11131,Lenovo Tablet,electronics,Apex Distributors,Mumbai WH,342,256,313,285,49,26122.9,08-05-2024
SKU11132,HP Monitor,electronics,,Pune WH,430,108,410,128,99,41143.0,26-07-2025
SKU11133,Cisco Switch,Electronic,,Delhi WH,359,39,418,-20,79,8324.74,15-01-2025
SKU11134,Dell Mouse,Electronics,Prime Supplies,Nagpur WH,381,217,199,399,54,30199.19,09-12-2024
SKU11135,Blue Yeti Microphone,Electronics,Prime Supplies,Pune WH,64,122,72,114,40,29895.83,12-11-2024
SKU11136,Samsung SSD,Electronic,Prime Supplies,Bengaluru WH,146,282,103,325,24,28283.36,31-07-2025
SKU11137,Office Chair,Electronics,Apex Distributors,Mumbai WH,454,247,46,655,26,49029.03,16-10-2024
SKU11138,HP Scanner,office supplies,NextGen Systems,Pune WH,253,256,199,310,60,35162.57,09-04-2024
SKU11139,Dell Mouse,Office Supplies,Global Traders,Mumbai WH,219,208,459,-32,84,29400.06,26-01-2025
SKU11139,TP-Link Router,electronics,,Mumbai WH,294,300,38,556,57,44271.67,05-04-2024
SKU11141,TP-Link Router,Office Supplies,NextGen Systems,Delhi WH,417,118,220,315,38,39289.06,13-12-2024
SKU11142,HP Monitor,office supplies,,Pune WH,198,184,319,63,75,10520.15,17-09-2025
SKU11143,Cisco Switch,Electronics,TechNova Pvt Ltd,Pune WH,360,38,78,320,92,38339.23,12-11-2024
SKU11144,APC UPS,Electronic,Global Traders,Nagpur WH,330,44,255,119,32,8157.48,13-10-2024
SKU11145,Logitech Keyboard,electronics,,Nagpur WH,345,186,361,170,31,49308.55,19-09-2024
SKU11146,Dell Mouse,Office Supplies,,Mumbai WH,440,226,665,1,37,18237.26,20-10-2024
SKU11147,Epson Projector,Office Supplies,NextGen Systems,Nagpur WH,255,209,132,332,76,4266.18,27-02-2025
SKU11148,LG LED Screen,office supplies,TechNova Pvt Ltd,Pune WH,309,230,269,270,25,35017.29,28-07-2025
SKU11149,HP Scanner,electronics,,Mumbai WH,54,79,26,107,57,11230.26,18-04-2025
SKU11150,APC UPS,IT Equipment,,Mumbai WH,392,47,178,261,,4382.55,20-04-2024
SKU11151,Office Chair,Electronics,NextGen Systems,Nagpur WH,253,221,204,270,71,49822.27,12-05-2025
SKU11152,APC UPS,Electronics,Global Traders,Delhi WH,158,243,58,343,55,7361.14,06-08-2024
SKU11153,HP Scanner,Electronics,NextGen Systems,Delhi WH,213,290,32,471,96,48930.19,06-08-2024
SKU11154,Lenovo Tablet,Electronic,Apex Distributors,Pune WH,77,108,222,-37,22,4271.21,11-03-2024
SKU11155,APC UPS,IT Equipment,Vertex Solutions,Nagpur WH,190,207,41,356,58,9285.51,25-02-2024
SKU11156,TP-Link Router,electronics,NextGen Systems,Delhi WH,97,219,175,141,58,24133.1,02-07-2025
SKU11157,Office Desk,IT Equipment,TechNova Pvt Ltd,Bengaluru WH,402,82,447,37,65,39175.31,03-09-2025
SKU11158,LG LED Screen,electronics,NextGen Systems,Nagpur WH,151,39,185,5,94,807.92,14-04-2025
SKU11159,Lenovo Tablet,Electronic,TechNova Pvt Ltd,Delhi WH,125,255,162,218,34,47171.85,08-05-2024
SKU11160,Dell Mouse,Electronics,Vertex Solutions,Pune WH,374,230,654,-50,94,21066.79,13-07-2025
SKU11161,Epson Projector,electronics,Vertex Solutions,Bengaluru WH,446,85,386,145,47,47759.71,14-01-2025
SKU11162,Logitech Webcam,Office Supplies,Prime Supplies,Delhi WH,466,186,16,636,58,32480.69,11-04-2025
SKU11163,Blue Yeti Microphone,IT Equipment,NextGen Systems,Mumbai WH,261,210,360,111,65,46324.81,14-04-2025
SKU11164,LG LED Screen,electronics,,Delhi WH,269,191,90,370,90,14322.89,06-11-2025
SKU11165,LG LED Screen,Electronics,Prime Supplies,Mumbai WH,402,223,649,-24,56,4572.93,17-01-2024
SKU11166,LG LED Screen,Office Supplies,Prime Supplies,Delhi WH,365,210,106,469,83,25217.74,03-02-2024
SKU11167,Samsung SSD,IT Equipment,,Mumbai WH,391,148,430,109,47,9858.46,25-04-2025
SKU11168,HP Scanner,Electronics,NextGen Systems,Pune WH,113,179,237,55,72,25427.28,01-10-2024
SKU11169,Samsung SSD,Electronics,,Mumbai WH,500,135,314,321,73,874.95,06-06-2024
SKU11170,Office Chair,Electronic,Global Traders,Bengaluru WH,454,191,531,114,96,49642.17,04-09-2024
SKU11171,HP Scanner,Electronics,,Pune WH,334,200,197,337,98,46975.65,03-02-2025
SKU11172,Dell Docking Station,electronics,,Pune WH,422,88,412,98,60,5068.94,09-05-2024
SKU11173,HP Scanner,office supplies,Apex Distributors,Bengaluru WH,308,60,323,45,93,8036.75,26-11-2024
SKU11174,Lenovo Tablet,Electronics,Global Traders,Mumbai WH,154,47,23,178,23,30943.17,10-07-2025
SKU11175,Canon Printer,IT Equipment,NextGen Systems,Pune WH,90,292,195,187,23,12062.12,15-08-2024
SKU11176,HP Scanner,Electronic,TechNova Pvt Ltd,Nagpur WH,202,99,274,27,51,4239.87,27-05-2024
SKU11177,Dell Mouse,Electronics,,Bengaluru WH,371,11,326,56,94,6221.95,25-05-2024
SKU11178,Logitech Keyboard,IT Equipment,NextGen Systems,Pune WH,194,134,92,236,31,19600.93,17-05-2025
SKU11179,Cisco Switch,office supplies,Prime Supplies,Pune WH,457,11,423,45,29,34398.09,19-01-2025
SKU11180,TP-Link Router,Electronic,TechNova Pvt Ltd,Pune WH,210,230,413,27,40,33017.35,08-10-2025
SKU11181,Epson Projector,IT Equipment,TechNova Pvt Ltd,Pune WH,360,16,60,316,63,26135.25,17-09-2024
SKU11182,Dell Laptop,Office Supplies,Global Traders,Pune WH,112,98,15,195,88,43357.03,27-04-2024
SKU11183,Samsung SSD,Electronics,Global Traders,Nagpur WH,161,15,83,93,37,13755.96,23-07-2024
SKU11184,APC UPS,office supplies,,Delhi WH,97,178,282,-7,57,25681.56,13-02-2025
SKU11185,Seagate Hard Drive,IT Equipment,Prime Supplies,Bengaluru WH,148,128,88,188,45,39678.35,24-08-2025
SKU11186,Lenovo Tablet,IT Equipment,,Bengaluru WH,209,84,105,188,82,37379.26,22-11-2024
SKU11187,Lenovo Tablet,electronics,NextGen Systems,Nagpur WH,368,55,310,113,69,44904.94,06-03-2024
SKU11188,Seagate Hard Drive,Office Supplies,,Nagpur WH,280,85,17,348,85,30233.72,22-10-2025
SKU11189,Dell Mouse,electronics,NextGen Systems,Delhi WH,321,180,407,94,23,39565.73,01-01-2025
SKU11190,Epson Projector,electronics,NextGen Systems,Mumbai WH,175,37,110,102,67,580.69,05-12-2025
SKU11191,Office Desk,Electronic,Vertex Solutions,Bengaluru WH,55,168,109,114,79,3405.13,17-10-2024
SKU11192,Blue Yeti Microphone,Electronic,Prime Supplies,Bengaluru WH,358,108,222,244,33,44643.93,07-03-2025
SKU11193,JBL Headset,electronics,TechNova Pvt Ltd,Delhi WH,399,222,325,296,60,24982.68,08-10-2024
SKU11194,TP-Link Router,Office Supplies,NextGen Systems,Bengaluru WH,265,61,63,263,77,19204.59,13-08-2025
SKU11195,Dell Laptop,IT Equipment,Apex Distributors,Pune WH,60,145,9,196,93,42097.98,16-02-2025
SKU11196,Office Chair,office supplies,TechNova Pvt Ltd,Mumbai WH,68,273,270,71,25,23547.68,01-03-2025
SKU11197,Epson Projector,IT Equipment,Prime Supplies,Bengaluru WH,420,154,281,293,60,38753.21,20-05-2025
SKU11198,APC UPS,IT Equipment,Prime Supplies,Nagpur WH,363,24,201,186,58,46891.42,15-04-2024
SKU11199,Canon Printer,Electronics,NextGen Systems,Delhi WH,64,114,12,166,21,11394.43,31-03-2024
SKU11199,Dell Laptop,office supplies,TechNova Pvt Ltd,Nagpur WH,-147,188,275,-234,,44177.64,14-02-2024
SKU11201,Seagate Hard Drive,Electronic,,Nagpur WH,106,24,77,53,29,34963.38,21-05-2024
SKU11202,Office Chair,electronics,,Delhi WH,348,235,122,461,36,33444.94,18-06-2025
SKU11203,Cisco Switch,Electronic,NextGen Systems,Delhi WH,320,123,295,148,81,11368.94,27-09-2024
SKU11204,Blue Yeti Microphone,electronics,Vertex Solutions,Mumbai WH,442,151,84,509,65,3849.71,21-05-2025
SKU11205,APC UPS,IT Equipment,Vertex Solutions,Delhi WH,80,108,3,185,47,5316.28,01-08-2024
SKU11206,Logitech Webcam,office supplies,,Pune WH,466,270,526,210,60,42405.57,18-04-2024
SKU11207,APC UPS,Office Supplies,Vertex Solutions,Delhi WH,116,112,186,42,69,9478.88,11-10-2024
SKU11208,Office Desk,office supplies,Prime Supplies,Pune WH,266,84,351,-1,59,23101.61,19-04-2024
SKU11209,APC UPS,electronics,Apex Distributors,Mumbai WH,431,56,246,241,22,23864.4,27-06-2025
SKU11210,Blue Yeti Microphone,Electronics,NextGen Systems,Delhi WH,281,180,271,190,35,10682.09,10-02-2025
SKU11211,HP Monitor,IT Equipment,Apex Distributors,Nagpur WH,307,220,520,7,62,4980.85,26-10-2025
SKU11212,JBL Headset,IT Equipment,Global Traders,Bengaluru WH,245,216,198,263,57,13868.69,14-09-2025
SKU11213,HP Monitor,office supplies,Vertex Solutions,Mumbai WH,302,265,443,124,33,11057.03,24-02-2024
SKU11214,Logitech Keyboard,Office Supplies,Prime Supplies,Nagpur WH,68,294,136,226,50,11400.6,27-09-2025
SKU11215,Dell Mouse,electronics,Apex Distributors,Delhi WH,408,207,401,214,70,10364.7,27-07-2024
SKU11216,Logitech Webcam,office supplies,TechNova Pvt Ltd,Mumbai WH,227,147,361,13,96,9335.43,18-12-2025
SKU11217,TP-Link Router,Electronic,Prime Supplies,Pune WH,368,244,312,300,50,9448.49,11-04-2025
SKU11218,Lenovo Tablet,Electronic,TechNova Pvt Ltd,Pune WH,122,6,170,-42,80,48721.11,19-03-2024
SKU11219,Cisco Switch,Office Supplies,TechNova Pvt Ltd,Delhi WH,137,4,152,-11,65,43673.61,28-04-2025
SKU11220,Logitech Webcam,electronics,Global Traders,Pune WH,106,23,4,125,92,38785.3,12-04-2024
SKU11221,Epson Projector,Office Supplies,Apex Distributors,Delhi WH,205,171,231,145,82,12751.49,14-04-2025
SKU11222,Dell Docking Station,office supplies,,Mumbai WH,56,180,154,82,62,13569.88,15-06-2025
SKU11223,Samsung SSD,office supplies,Global Traders,Nagpur WH,422,10,75,357,72,24941.83,07-09-2024
SKU11224,Logitech Keyboard,electronics,,Mumbai WH,345,220,368,197,46,48276.11,03-10-2025
SKU11225,TP-Link Router,Electronic,NextGen Systems,Nagpur WH,397,278,460,215,87,19612.21,03-03-2025
SKU11226,Office Desk,Office Supplies,NextGen Systems,Bengaluru WH,191,158,97,252,25,6235.77,10-04-2025
SKU11227,Dell Laptop,IT Equipment,Global Traders,Delhi WH,340,177,295,222,34,34078.06,19-06-2025
SKU11228,Cisco Switch,Electronic,Prime Supplies,Nagpur WH,198,285,166,317,58,878.06,11-02-2024
SKU11229,HP Monitor,IT Equipment,Apex Distributors,Mumbai WH,161,144,303,2,35,21573.11,07-11-2025
SKU11230,Canon Printer,Electronic,Apex Distributors,Bengaluru WH,477,0,51,426,52,33299.77,28-07-2025
SKU11231,Canon Printer,office supplies,Vertex Solutions,Delhi WH,129,44,182,-9,54,29302.72,23-03-2024
SKU11232,Epson Projector,electronics,,Delhi WH,198,112,16,294,80,20015.77,10-04-2024
SKU11233,TP-Link Router,Office Supplies,,Nagpur WH,183,154,305,32,59,40238.57,22-05-2024
SKU11234,Lenovo Tablet,Office Supplies,Vertex Solutions,Nagpur WH,399,102,256,245,37,15319.31,31-10-2024
SKU11235,HP Scanner,IT Equipment,Prime Supplies,Pune WH,340,236,558,18,43,26375.91,11-12-2025
SKU11236,Epson Projector,IT Equipment,,Delhi WH,210,257,366,101,79,48076.2,17-04-2025
